bus_id,vehicle_id,trip_id,route_id,partenza_sec,arrivo_sec,partenza,arrivo,durata_min
12,BUS12,LINEA_05_R_54000,LINEA_05_R,54000,55463,15:00:00,15:24:23,24
12,BUS12,LINEA_05_A_55800,LINEA_05,55800,57263,15:30:00,15:54:23,24
12,BUS12,LINEA_05_R_57600,LINEA_05_R,57600,59063,16:00:00,16:24:23,24
12,BUS12,LINEA_05_A_59400,LINEA_05,59400,60863,16:30:00,16:54:23,24
12,BUS12,LINEA_05_R_61200,LINEA_05_R,61200,62663,17:00:00,17:24:23,24
12,BUS12,LINEA_05_A_63000,LINEA_05,63000,64463,17:30:00,17:54:23,24
12,BUS12,LINEA_05_R_64800,LINEA_05_R,64800,66263,18:00:00,18:24:23,24
12,BUS12,LINEA_05_A_66600,LINEA_05,66600,68063,18:30:00,18:54:23,24
12,BUS12,LINEA_05_R_68400,LINEA_05_R,68400,69863,19:00:00,19:24:23,24
12,BUS12,LINEA_05_A_70200,LINEA_05,70200,71663,19:30:00,19:54:23,24
12,BUS12,LINEA_05_R_72000,LINEA_05_R,72000,73463,20:00:00,20:24:23,24
12,BUS12,LINEA_05_A_73800,LINEA_05,73800,75263,20:30:00,20:54:23,24
12,BUS12,LINEA_05_R_75600,LINEA_05_R,75600,77063,21:00:00,21:24:23,24
12,BUS12,LINEA_05_A_77400,LINEA_05,77400,78863,21:30:00,21:54:23,24
12,BUS12,LINEA_05_R_79200,LINEA_05_R,79200,80663,22:00:00,22:24:23,24
12,BUS12,LINEA_05_A_81000,LINEA_05,81000,82463,22:30:00,22:54:23,24
12,BUS12,LINEA_05_R_82800,LINEA_05_R,82800,84263,23:00:00,23:24:23,24
13,BUS13,LINEA_07_A_21600,LINEA_07,21600,22211,06:00:00,06:10:11,10
13,BUS13,LINEA_07_R_23400,LINEA_07_R,23400,24011,06:30:00,06:40:11,10
13,BUS13,LINEA_07_A_25200,LINEA_07,25200,25811,07:00:00,07:10:11,10
13,BUS13,LINEA_07_R_27000,LINEA_07_R,27000,27611,07:30:00,07:40:11,10
13,BUS13,LINEA_07_A_28800,LINEA_07,28800,29411,08:00:00,08:10:11,10
13,BUS13,LINEA_07_R_30600,LINEA_07_R,30600,31211,08:30:00,08:40:11,10
13,BUS13,LINEA_07_A_32400,LINEA_07,32400,33011,09:00:00,09:10:11,10
13,BUS13,LINEA_07_R_34200,LINEA_07_R,34200,34811,09:30:00,09:40:11,10
13,BUS13,LINEA_07_A_36000,LINEA_07,36000,36611,10:00:00,10:10:11,10
13,BUS13,LINEA_07_R_37800,LINEA_07_R,37800,38411,10:30:00,10:40:11,10
13,BUS13,LINEA_07_A_39600,LINEA_07,39600,40211,11:00:00,11:10:11,10
13,BUS13,LINEA_07_R_41400,LINEA_07_R,41400,42011,11:30:00,11:40:11,10
13,BUS13,LINEA_07_A_43200,LINEA_07,43200,43811,12:00:00,12:10:11,10
13,BUS13,LINEA_07_R_45000,LINEA_07_R,45000,45611,12:30:00,12:40:11,10
13,BUS13,LINEA_07_A_46800,LINEA_07,46800,47411,13:00:00,13:10:11,10
13,BUS13,LINEA_07_R_48600,LINEA_07_R,48600,49211,13:30:00,13:40:11,10
13,BUS13,LINEA_07_A_50400,LINEA_07,50400,51011,14:00:00,14:10:11,10
13,BUS13,LINEA_07_R_52200,LINEA_07_R,52200,52811,14:30:00,14:40:11,10
13,BUS13,LINEA_07_A_54000,LINEA_07,54000,54611,15:00:00,15:10:11,10
13,BUS13,LINEA_07_R_55800,LINEA_07_R,55800,56411,15:30:00,15:40:11,10
13,BUS13,LINEA_07_A_57600,LINEA_07,57600,58211,16:00:00,16:10:11,10
13,BUS13,LINEA_07_R_59400,LINEA_07_R,59400,60011,16:30:00,16:40:11,10
13,BUS13,LINEA_07_A_61200,LINEA_07,61200,61811,17:00:00,17:10:11,10
13,BUS13,LINEA_07_R_63000,LINEA_07_R,63000,63611,17:30:00,17:40:11,10
13,BUS13,LINEA_07_A_64800,LINEA_07,64800,65411,18:00:00,18:10:11,10
13,BUS13,LINEA_07_R_66600,LINEA_07_R,66600,67211,18:30:00,18:40:11,10
13,BUS13,LINEA_07_A_68400,LINEA_07,68400,69011,19:00:00,19:10:11,10
13,BUS13,LINEA_07_R_70200,LINEA_07_R,70200,70811,19:30:00,19:40:11,10
13,BUS13,LINEA_07_A_72000,LINEA_07,72000,72611,20:00:00,20:10:11,10
13,BUS13,LINEA_07_R_73800,LINEA_07_R,73800,74411,20:30:00,20:40:11,10
13,BUS13,LINEA_07_A_75600,LINEA_07,75600,76211,21:00:00,21:10:11,10
13,BUS13,LINEA_07_R_77400,LINEA_07_R,77400,78011,21:30:00,21:40:11,10
13,BUS13,LINEA_07_A_79200,LINEA_07,79200,79811,22:00:00,22:10:11,10
13,BUS13,LINEA_07_R_81000,LINEA_07_R,81000,81611,22:30:00,22:40:11,10
13,BUS13,LINEA_07_A_82800,LINEA_07,82800,83411,23:00:00,23:10:11,10
13,BUS13,LINEA_07_R_84600,LINEA_07_R,84600,85211,23:30:00,23:40:11,10
14,BUS14,LINEA_07_A_23400,LINEA_07,23400,24011,06:30:00,06:40:11,10
14,BUS14,LINEA_07_R_25200,LINEA_07_R,25200,25811,07:00:00,07:10:11,10
14,BUS14,LINEA_07_A_27000,LINEA_07,27000,27611,07:30:00,07:40:11,10
14,BUS14,LINEA_07_R_28800,LINEA_07_R,28800,29411,08:00:00,08:10:11,10
14,BUS14,LINEA_07_A_30600,LINEA_07,30600,31211,08:30:00,08:40:11,10
14,BUS14,LINEA_07_R_32400,LINEA_07_R,32400,33011,09:00:00,09:10:11,10
14,BUS14,LINEA_07_A_34200,LINEA_07,34200,34811,09:30:00,09:40:11,10
14,BUS14,LINEA_07_R_36000,LINEA_07_R,36000,36611,10:00:00,10:10:11,10
14,BUS14,LINEA_07_A_37800,LINEA_07,37800,38411,10:30:00,10:40:11,10
14,BUS14,LINEA_07_R_39600,LINEA_07_R,39600,40211,11:00:00,11:10:11,10
14,BUS14,LINEA_07_A_41400,LINEA_07,41400,42011,11:30:00,11:40:11,10
14,BUS14,LINEA_07_R_43200,LINEA_07_R,43200,43811,12:00:00,12:10:11,10
14,BUS14,LINEA_07_A_45000,LINEA_07,45000,45611,12:30:00,12:40:11,10
14,BUS14,LINEA_07_R_46800,LINEA_07_R,46800,47411,13:00:00,13:10:11,10
14,BUS14,LINEA_07_A_48600,LINEA_07,48600,49211,13:30:00,13:40:11,10
14,BUS14,LINEA_07_R_50400,LINEA_07_R,50400,51011,14:00:00,14:10:11,10
14,BUS14,LINEA_07_A_52200,LINEA_07,52200,52811,14:30:00,14:40:11,10
14,BUS14,LINEA_07_R_54000,LINEA_07_R,54000,54611,15:00:00,15:10:11,10
14,BUS14,LINEA_07_A_55800,LINEA_07,55800,56411,15:30:00,15:40:11,10
14,BUS14,LINEA_07_R_57600,LINEA_07_R,57600,58211,16:00:00,16:10:11,10
14,BUS14,LINEA_07_A_59400,LINEA_07,59400,60011,16:30:00,16:40:11,10
14,BUS14,LINEA_07_R_61200,LINEA_07_R,61200,61811,17:00:00,17:10:11,10
14,BUS14,LINEA_07_A_63000,LINEA_07,63000,63611,17:30:00,17:40:11,10
14,BUS14,LINEA_07_R_64800,LINEA_07_R,64800,65411,18:00:00,18:10:11,10
14,BUS14,LINEA_07_A_66600,LINEA_07,66600,67211,18:30:00,18:40:11,10
14,BUS14,LINEA_07_R_68400,LINEA_07_R,68400,69011,19:00:00,19:10:11,10
14,BUS14,LINEA_07_A_70200,LINEA_07,70200,70811,19:30:00,19:40:11,10
14,BUS14,LINEA_07_R_72000,LINEA_07_R,72000,72611,20:00:00,20:10:11,10
14,BUS14,LINEA_07_A_73800,LINEA_07,73800,74411,20:30:00,20:40:11,10
14,BUS14,LINEA_07_R_75600,LINEA_07_R,75600,76211,21:00:00,21:10:11,10
14,BUS14,LINEA_07_A_77400,LINEA_07,77400,78011,21:30:00,21:40:11,10
14,BUS14,LINEA_07_R_79200,LINEA_07_R,79200,79811,22:00:00,22:10:11,10
14,BUS14,LINEA_07_A_81000,LINEA_07,81000,81611,22:30:00,22:40:11,10
14,BUS14,LINEA_07_R_82800,LINEA_07_R,82800,83411,23:00:00,23:10:11,10
15,BUS15,LINEA_08_A_21600,LINEA_08,21600,22203,06:00:00,06:10:03,10
15,BUS15,LINEA_08_R_23400,LINEA_08_R,23400,24003,06:30:00,06:40:03,10
15,BUS15,LINEA_08_A_25200,LINEA_08,25200,25803,07:00:00,07:10:03,10
15,BUS15,LINEA_08_R_27000,LINEA_08_R,27000,27603,07:30:00,07:40:03,10
15,BUS15,LINEA_08_A_28800,LINEA_08,28800,29403,08:00:00,08:10:03,10
15,BUS15,LINEA_08_R_30600,LINEA_08_R,30600,31203,08:30:00,08:40:03,10
15,BUS15,LINEA_08_A_32400,LINEA_08,32400,33003,09:00:00,09:10:03,10
15,BUS15,LINEA_08_R_34200,LINEA_08_R,34200,34803,09:30:00,09:40:03,10
15,BUS15,LINEA_08_A_36000,LINEA_08,36000,36603,10:00:00,10:10:03,10
15,BUS15,LINEA_08_R_37800,LINEA_08_R,37800,38403,10:30:00,10:40:03,10
15,BUS15,LINEA_08_A_39600,LINEA_08,39600,40203,11:00:00,11:10:03,10
15,BUS15,LINEA_08_R_41400,LINEA_08_R,41400,42003,11:30:00,11:40:03,10
15,BUS15,LINEA_08_A_43200,LINEA_08,43200,43803,12:00:00,12:10:03,10
15,BUS15,LINEA_08_R_45000,LINEA_08_R,45000,45603,12:30:00,12:40:03,10
15,BUS15,LINEA_08_A_46800,LINEA_08,46800,47403,13:00:00,13:10:03,10
15,BUS15,LINEA_08_R_48600,LINEA_08_R,48600,49203,13:30:00,13:40:03,10
15,BUS15,LINEA_08_A_50400,LINEA_08,50400,51003,14:00:00,14:10:03,10
15,BUS15,LINEA_08_R_52200,LINEA_08_R,52200,52803,14:30:00,14:40:03,10
15,BUS15,LINEA_08_A_54000,LINEA_08,54000,54603,15:00:00,15:10:03,10
15,BUS15,LINEA_08_R_55800,LINEA_08_R,55800,56403,15:30:00,15:40:03,10
15,BUS15,LINEA_08_A_57600,LINEA_08,57600,58203,16:00:00,16:10:03,10
15,BUS15,LINEA_08_R_59400,LINEA_08_R,59400,60003,16:30:00,16:40:03,10
15,BUS15,LINEA_08_A_61200,LINEA_08,61200,61803,17:00:00,17:10:03,10
15,BUS15,LINEA_08_R_63000,LINEA_08_R,63000,63603,17:30:00,17:40:03,10
15,BUS15,LINEA_08_A_64800,LINEA_08,64800,65403,18:00:00,18:10:03,10
15,BUS15,LINEA_08_R_66600,LINEA_08_R,66600,67203,18:30:00,18:40:03,10
15,BUS15,LINEA_08_A_68400,LINEA_08,68400,69003,19:00:00,19:10:03,10
15,BUS15,LINEA_08_R_70200,LINEA_08_R,70200,70803,19:30:00,19:40:03,10
15,BUS15,LINEA_08_A_72000,LINEA_08,72000,72603,20:00:00,20:10:03,10
15,BUS15,LINEA_08_R_73800,LINEA_08_R,73800,74403,20:30:00,20:40:03,10
15,BUS15,LINEA_08_A_75600,LINEA_08,75600,76203,21:00:00,21:10:03,10
15,BUS15,LINEA_08_R_77400,LINEA_08_R,77400,78003,21:30:00,21:40:03,10
15,BUS15,LINEA_08_A_79200,LINEA_08,79200,79803,22:00:00,22:10:03,10
15,BUS15,LINEA_08_R_81000,LINEA_08_R,81000,81603,22:30:00,22:40:03,10
15,BUS15,LINEA_08_A_82800,LINEA_08,82800,83403,23:00:00,23:10:03,10
15,BUS15,LINEA_08_R_84600,LINEA_08_R,84600,85203,23:30:00,23:40:03,10
16,BUS16,LINEA_08_A_23400,LINEA_08,23400,24003,06:30:00,06:40:03,10
16,BUS16,LINEA_08_R_25200,LINEA_08_R,25200,25803,07:00:00,07:10:03,10
16,BUS16,LINEA_08_A_27000,LINEA_08,27000,27603,07:30:00,07:40:03,10
16,BUS16,LINEA_08_R_28800,LINEA_08_R,28800,29403,08:00:00,08:10:03,10
16,BUS16,LINEA_08_A_30600,LINEA_08,30600,31203,08:30:00,08:40:03,10
16,BUS16,LINEA_08_R_32400,LINEA_08_R,32400,33003,09:00:00,09:10:03,10
16,BUS16,LINEA_08_A_34200,LINEA_08,34200,34803,09:30:00,09:40:03,10
16,BUS16,LINEA_08_R_36000,LINEA_08_R,36000,36603,10:00:00,10:10:03,10
16,BUS16,LINEA_08_A_37800,LINEA_08,37800,38403,10:30:00,10:40:03,10
16,BUS16,LINEA_08_R_39600,LINEA_08_R,39600,40203,11:00:00,11:10:03,10
16,BUS16,LINEA_08_A_41400,LINEA_08,41400,42003,11:30:00,11:40:03,10
16,BUS16,LINEA_08_R_43200,LINEA_08_R,43200,43803,12:00:00,12:10:03,10
16,BUS16,LINEA_08_A_45000,LINEA_08,45000,45603,12:30:00,12:40:03,10
16,BUS16,LINEA_08_R_46800,LINEA_08_R,46800,47403,13:00:00,13:10:03,10
16,BUS16,LINEA_08_A_48600,LINEA_08,48600,49203,13:30:00,13:40:03,10
16,BUS16,LINEA_08_R_50400,LINEA_08_R,50400,51003,14:00:00,14:10:03,10
16,BUS16,LINEA_08_A_52200,LINEA_08,52200,52803,14:30:00,14:40:03,10
16,BUS16,LINEA_08_R_54000,LINEA_08_R,54000,54603,15:00:00,15:10:03,10
16,BUS16,LINEA_08_A_55800,LINEA_08,55800,56403,15:30:00,15:40:03,10
16,BUS16,LINEA_08_R_57600,LINEA_08_R,57600,58203,16:00:00,16:10:03,10
16,BUS16,LINEA_08_A_59400,LINEA_08,59400,60003,16:30:00,16:40:03,10
16,BUS16,LINEA_08_R_61200,LINEA_08_R,61200,61803,17:00:00,17:10:03,10
16,BUS16,LINEA_08_A_63000,LINEA_08,63000,63603,17:30:00,17:40:03,10
16,BUS16,LINEA_08_R_64800,LINEA_08_R,64800,65403,18:00:00,18:10:03,10
16,BUS16,LINEA_08_A_66600,LINEA_08,66600,67203,18:30:00,18:40:03,10
16,BUS16,LINEA_08_R_68400,LINEA_08_R,68400,69003,19:00:00,19:10:03,10
16,BUS16,LINEA_08_A_70200,LINEA_08,70200,70803,19:30:00,19:40:03,10
16,BUS16,LINEA_08_R_72000,LINEA_08_R,72000,72603,20:00:00,20:10:03,10
16,BUS16,LINEA_08_A_73800,LINEA_08,73800,74403,20:30:00,20:40:03,10
16,BUS16,LINEA_08_R_75600,LINEA_08_R,75600,76203,21:00:00,21:10:03,10
16,BUS16,LINEA_08_A_77400,LINEA_08,77400,78003,21:30:00,21:40:03,10
16,BUS16,LINEA_08_R_79200,LINEA_08_R,79200,79803,22:00:00,22:10:03,10
16,BUS16,LINEA_08_A_81000,LINEA_08,81000,81603,22:30:00,22:40:03,10
16,BUS16,LINEA_08_R_82800,LINEA_08_R,82800,83403,23:00:00,23:10:03,10
17,BUS17,LINEA_1_A_21600,LINEA_1,21600,24240,06:00:00,06:44:00,44
17,BUS17,LINEA_1_A_25200,LINEA_1,25200,27840,07:00:00,07:44:00,44
17,BUS17,LINEA_1_A_28800,LINEA_1,28800,31440,08:00:00,08:44:00,44
17,BUS17,LINEA_1_A_32400,LINEA_1,32400,35040,09:00:00,09:44:00,44
17,BUS17,LINEA_1_A_36000,LINEA_1,36000,38640,10:00:00,10:44:00,44
17,BUS17,LINEA_1_A_39600,LINEA_1,39600,42240,11:00:00,11:44:00,44
17,BUS17,LINEA_1_A_43200,LINEA_1,43200,45840,12:00:00,12:44:00,44
17,BUS17,LINEA_1_A_46800,LINEA_1,46800,49440,13:00:00,13:44:00,44
17,BUS17,LINEA_1_A_50400,LINEA_1,50400,53040,14:00:00,14:44:00,44
17,BUS17,LINEA_1_A_54000,LINEA_1,54000,56640,15:00:00,15:44:00,44
17,BUS17,LINEA_1_A_57600,LINEA_1,57600,60240,16:00:00,16:44:00,44
17,BUS17,LINEA_1_A_61200,LINEA_1,61200,63840,17:00:00,17:44:00,44
17,BUS17,LINEA_1_A_64800,LINEA_1,64800,67440,18:00:00,18:44:00,44
17,BUS17,LINEA_1_A_68400,LINEA_1,68400,71040,19:00:00,19:44:00,44
17,BUS17,LINEA_1_A_72000,LINEA_1,72000,74640,20:00:00,20:44:00,44
17,BUS17,LINEA_1_A_75600,LINEA_1,75600,78240,21:00:00,21:44:00,44
17,BUS17,LINEA_1_A_79200,LINEA_1,79200,81840,22:00:00,22:44:00,44
17,BUS17,LINEA_1_A_82800,LINEA_1,82800,85440,23:00:00,23:44:00,44
18,BUS18,LINEA_1_A_23400,LINEA_1,23400,26040,06:30:00,07:14:00,44
18,BUS18,LINEA_1_A_27000,LINEA_1,27000,29640,07:30:00,08:14:00,44
18,BUS18,LINEA_1_A_30600,LINEA_1,30600,33240,08:30:00,09:14:00,44
18,BUS18,LINEA_1_A_34200,LINEA_1,34200,36840,09:30:00,10:14:00,44
18,BUS18,LINEA_1_A_37800,LINEA_1,37800,40440,10:30:00,11:14:00,44
18,BUS18,LINEA_1_A_41400,LINEA_1,41400,44040,11:30:00,12:14:00,44
18,BUS18,LINEA_1_A_45000,LINEA_1,45000,47640,12:30:00,13:14:00,44
18,BUS18,LINEA_1_A_48600,LINEA_1,48600,51240,13:30:00,14:14:00,44
18,BUS18,LINEA_1_A_52200,LINEA_1,52200,54840,14:30:00,15:14:00,44
18,BUS18,LINEA_1_A_55800,LINEA_1,55800,58440,15:30:00,16:14:00,44
18,BUS18,LINEA_1_A_59400,LINEA_1,59400,62040,16:30:00,17:14:00,44
18,BUS18,LINEA_1_A_63000,LINEA_1,63000,65640,17:30:00,18:14:00,44
18,BUS18,LINEA_1_A_66600,LINEA_1,66600,69240,18:30:00,19:14:00,44
18,BUS18,LINEA_1_A_70200,LINEA_1,70200,72840,19:30:00,20:14:00,44
18,BUS18,LINEA_1_A_73800,LINEA_1,73800,76440,20:30:00,21:14:00,44
18,BUS18,LINEA_1_A_77400,LINEA_1,77400,80040,21:30:00,22:14:00,44
18,BUS18,LINEA_1_A_81000,LINEA_1,81000,83640,22:30:00,23:14:00,44
19,BUS19,LINEA_10_A_21600,LINEA_10,21600,22394,06:00:00,06:13:14,13
19,BUS19,LINEA_10_R_23400,LINEA_10_R,23400,24194,06:30:00,06:43:14,13
19,BUS19,LINEA_10_A_25200,LINEA_10,25200,25994,07:00:00,07:13:14,13
19,BUS19,LINEA_10_R_27000,LINEA_10_R,27000,27794,07:30:00,07:43:14,13
19,BUS19,LINEA_10_A_28800,LINEA_10,28800,29594,08:00:00,08:13:14,13
19,BUS19,LINEA_10_R_30600,LINEA_10_R,30600,31394,08:30:00,08:43:14,13
19,BUS19,LINEA_10_A_32400,LINEA_10,32400,33194,09:00:00,09:13:14,13
19,BUS19,LINEA_10_R_34200,LINEA_10_R,34200,34994,09:30:00,09:43:14,13
19,BUS19,LINEA_10_A_36000,LINEA_10,36000,36794,10:00:00,10:13:14,13
19,BUS19,LINEA_10_R_37800,LINEA_10_R,37800,38594,10:30:00,10:43:14,13
19,BUS19,LINEA_10_A_39600,LINEA_10,39600,40394,11:00:00,11:13:14,13
19,BUS19,LINEA_10_R_41400,LINEA_10_R,41400,42194,11:30:00,11:43:14,13
19,BUS19,LINEA_10_A_43200,LINEA_10,43200,43994,12:00:00,12:13:14,13
19,BUS19,LINEA_10_R_45000,LINEA_10_R,45000,45794,12:30:00,12:43:14,13
19,BUS19,LINEA_10_A_46800,LINEA_10,46800,47594,13:00:00,13:13:14,13
19,BUS19,LINEA_10_R_48600,LINEA_10_R,48600,49394,13:30:00,13:43:14,13
19,BUS19,LINEA_10_A_50400,LINEA_10,50400,51194,14:00:00,14:13:14,13
19,BUS19,LINEA_10_R_52200,LINEA_10_R,52200,52994,14:30:00,14:43:14,13
19,BUS19,LINEA_10_A_54000,LINEA_10,54000,54794,15:00:00,15:13:14,13
19,BUS19,LINEA_10_R_55800,LINEA_10_R,55800,56594,15:30:00,15:43:14,13
19,BUS19,LINEA_10_A_57600,LINEA_10,57600,58394,16:00:00,16:13:14,13
19,BUS19,LINEA_10_R_59400,LINEA_10_R,59400,60194,16:30:00,16:43:14,13
19,BUS19,LINEA_10_A_61200,LINEA_10,61200,61994,17:00:00,17:13:14,13
19,BUS19,LINEA_10_R_63000,LINEA_10_R,63000,63794,17:30:00,17:43:14,13
19,BUS19,LINEA_10_A_64800,LINEA_10,64800,65594,18:00:00,18:13:14,13
19,BUS19,LINEA_10_R_66600,LINEA_10_R,66600,67394,18:30:00,18:43:14,13
19,BUS19,LINEA_10_A_68400,LINEA_10,68400,69194,19:00:00,19:13:14,13
19,BUS19,LINEA_10_R_70200,LINEA_10_R,70200,70994,19:30:00,19:43:14,13
19,BUS19,LINEA_10_A_72000,LINEA_10,72000,72794,20:00:00,20:13:14,13
19,BUS19,LINEA_10_R_73800,LINEA_10_R,73800,74594,20:30:00,20:43:14,13
19,BUS19,LINEA_10_A_75600,LINEA_10,75600,76394,21:00:00,21:13:14,13
19,BUS19,LINEA_10_R_77400,LINEA_10_R,77400,78194,21:30:00,21:43:14,13
19,BUS19,LINEA_10_A_79200,LINEA_10,79200,79994,22:00:00,22:13:14,13
19,BUS19,LINEA_10_R_81000,LINEA_10_R,81000,81794,22:30:00,22:43:14,13
19,BUS19,LINEA_10_A_82800,LINEA_10,82800,83594,23:00:00,23:13:14,13
19,BUS19,LINEA_10_R_84600,LINEA_10_R,84600,85394,23:30:00,23:43:14,13
20,BUS20,LINEA_10_A_23400,LINEA_10,23400,24194,06:30:00,06:43:14,13
20,BUS20,LINEA_10_R_25200,LINEA_10_R,25200,25994,07:00:00,07:13:14,13
20,BUS20,LINEA_10_A_27000,LINEA_10,27000,27794,07:30:00,07:43:14,13
20,BUS20,LINEA_10_R_28800,LINEA_10_R,28800,29594,08:00:00,08:13:14,13
20,BUS20,LINEA_10_A_30600,LINEA_10,30600,31394,08:30:00,08:43:14,13
20,BUS20,LINEA_10_R_32400,LINEA_10_R,32400,33194,09:00:00,09:13:14,13
20,BUS20,LINEA_10_A_34200,LINEA_10,34200,34994,09:30:00,09:43:14,13
20,BUS20,LINEA_10_R_36000,LINEA_10_R,36000,36794,10:00:00,10:13:14,13
20,BUS20,LINEA_10_A_37800,LINEA_10,37800,38594,10:30:00,10:43:14,13
20,BUS20,LINEA_10_R_39600,LINEA_10_R,39600,40394,11:00:00,11:13:14,13
20,BUS20,LINEA_10_A_41400,LINEA_10,41400,42194,11:30:00,11:43:14,13
20,BUS20,LINEA_10_R_43200,LINEA_10_R,43200,43994,12:00:00,12:13:14,13
20,BUS20,LINEA_10_A_45000,LINEA_10,45000,45794,12:30:00,12:43:14,13
20,BUS20,LINEA_10_R_46800,LINEA_10_R,46800,47594,13:00:00,13:13:14,13
20,BUS20,LINEA_10_A_48600,LINEA_10,48600,49394,13:30:00,13:43:14,13
20,BUS20,LINEA_10_R_50400,LINEA_10_R,50400,51194,14:00:00,14:13:14,13
20,BUS20,LINEA_10_A_52200,LINEA_10,52200,52994,14:30:00,14:43:14,13
20,BUS20,LINEA_10_R_54000,LINEA_10_R,54000,54794,15:00:00,15:13:14,13
20,BUS20,LINEA_10_A_55800,LINEA_10,55800,56594,15:30:00,15:43:14,13
20,BUS20,LINEA_10_R_57600,LINEA_10_R,57600,58394,16:00:00,16:13:14,13
20,BUS20,LINEA_10_A_59400,LINEA_10,59400,60194,16:30:00,16:43:14,13
20,BUS20,LINEA_10_R_61200,LINEA_10_R,61200,61994,17:00:00,17:13:14,13
20,BUS20,LINEA_10_A_63000,LINEA_10,63000,63794,17:30:00,17:43:14,13
20,BUS20,LINEA_10_R_64800,LINEA_10_R,64800,65594,18:00:00,18:13:14,13
20,BUS20,LINEA_10_A_66600,LINEA_10,66600,67394,18:30:00,18:43:14,13
20,BUS20,LINEA_10_R_68400,LINEA_10_R,68400,69194,19:00:00,19:13:14,13
20,BUS20,LINEA_10_A_70200,LINEA_10,70200,70994,19:30:00,19:43:14,13
20,BUS20,LINEA_10_R_72000,LINEA_10_R,72000,72794,20:00:00,20:13:14,13
20,BUS20,LINEA_10_A_73800,LINEA_10,73800,74594,20:30:00,20:43:14,13
20,BUS20,LINEA_10_R_75600,LINEA_10_R,75600,76394,21:00:00,21:13:14,13
20,BUS20,LINEA_10_A_77400,LINEA_10,77400,78194,21:30:00,21:43:14,13
20,BUS20,LINEA_10_R_79200,LINEA_10_R,79200,79994,22:00:00,22:13:14,13
20,BUS20,LINEA_10_A_81000,LINEA_10,81000,81794,22:30:00,22:43:14,13
20,BUS20,LINEA_10_R_82800,LINEA_10_R,82800,83594,23:00:00,23:13:14,13
21,BUS21,LINEA_11I_A_21600,LINEA_11I,21600,22410,06:00:00,06:13:30,13
21,BUS21,LINEA_11I_R_23400,LINEA_11I_R,23400,24210,06:30:00,06:43:30,13
21,BUS21,LINEA_11I_A_25200,LINEA_11I,25200,26010,07:00:00,07:13:30,13
21,BUS21,LINEA_11I_R_27000,LINEA_11I_R,27000,27810,07:30:00,07:43:30,13
21,BUS21,LINEA_11I_A_28800,LINEA_11I,28800,29610,08:00:00,08:13:30,13
21,BUS21,LINEA_11I_R_30600,LINEA_11I_R,30600,31410,08:30:00,08:43:30,13
21,BUS21,LINEA_11I_A_32400,LINEA_11I,32400,33210,09:00:00,09:13:30,13
21,BUS21,LINEA_11I_R_34200,LINEA_11I_R,34200,35010,09:30:00,09:43:30,13
21,BUS21,LINEA_11I_A_36000,LINEA_11I,36000,36810,10:00:00,10:13:30,13
21,BUS21,LINEA_11I_R_37800,LINEA_11I_R,37800,38610,10:30:00,10:43:30,13
21,BUS21,LINEA_11I_A_39600,LINEA_11I,39600,40410,11:00:00,11:13:30,13
21,BUS21,LINEA_11I_R_41400,LINEA_11I_R,41400,42210,11:30:00,11:43:30,13
21,BUS21,LINEA_11I_A_43200,LINEA_11I,43200,44010,12:00:00,12:13:30,13
21,BUS21,LINEA_11I_R_45000,LINEA_11I_R,45000,45810,12:30:00,12:43:30,13
21,BUS21,LINEA_11I_A_46800,LINEA_11I,46800,47610,13:00:00,13:13:30,13
21,BUS21,LINEA_11I_R_48600,LINEA_11I_R,48600,49410,13:30:00,13:43:30,13
21,BUS21,LINEA_11I_A_50400,LINEA_11I,50400,51210,14:00:00,14:13:30,13
21,BUS21,LINEA_11I_R_52200,LINEA_11I_R,52200,53010,14:30:00,14:43:30,13
21,BUS21,LINEA_11I_A_54000,LINEA_11I,54000,54810,15:00:00,15:13:30,13
21,BUS21,LINEA_11I_R_55800,LINEA_11I_R,55800,56610,15:30:00,15:43:30,13
21,BUS21,LINEA_11I_A_57600,LINEA_11I,57600,58410,16:00:00,16:13:30,13
21,BUS21,LINEA_11I_R_59400,LINEA_11I_R,59400,60210,16:30:00,16:43:30,13
21,BUS21,LINEA_11I_A_61200,LINEA_11I,61200,62010,17:00:00,17:13:30,13
21,BUS21,LINEA_11I_R_63000,LINEA_11I_R,63000,63810,17:30:00,17:43:30,13
21,BUS21,LINEA_11I_A_64800,LINEA_11I,64800,65610,18:00:00,18:13:30,13
21,BUS21,LINEA_11I_R_66600,LINEA_11I_R,66600,67410,18:30:00,18:43:30,13
21,BUS21,LINEA_11I_A_68400,LINEA_11I,68400,69210,19:00:00,19:13:30,13
21,BUS21,LINEA_11I_R_70200,LINEA_11I_R,70200,71010,19:30:00,19:43:30,13
21,BUS21,LINEA_11I_A_72000,LINEA_11I,72000,72810,20:00:00,20:13:30,13
21,BUS21,LINEA_11I_R_73800,LINEA_11I_R,73800,74610,20:30:00,20:43:30,13
21,BUS21,LINEA_11I_A_75600,LINEA_11I,75600,76410,21:00:00,21:13:30,13
21,BUS21,LINEA_11I_R_77400,LINEA_11I_R,77400,78210,21:30:00,21:43:30,13
21,BUS21,LINEA_11I_A_79200,LINEA_11I,79200,80010,22:00:00,22:13:30,13
21,BUS21,LINEA_11I_R_81000,LINEA_11I_R,81000,81810,22:30:00,22:43:30,13
